idno,filename,id,corpus,sender,receiver,date,year,month,year_range,sender_norm,receiver_norm
ub0161,EhrenbergCaroline_RichterCaroline_1810-07-19.xml,JP-UB0161,letters-context,Ehrenberg Caroline Auguste Eleonore von,Richter Caroline,1810-07-19,1810,7,1809,EhrenbergCarolineAugusteEleonorevon,RichterCaroline
ub0193,EhrenbergCaroline_RichterCaroline_1810-07-20.xml,JP-UB0193,letters-context,Ehrenberg Caroline Auguste Eleonore von,Richter Caroline,1810-07-20,1810,7,1809,EhrenbergCarolineAugusteEleonorevon,RichterCaroline
ub0811,MayerJohann_RichterCaroline_1810-07-20.xml,JP-UB0811,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1810-07-20,1810,7,1809,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0042,SchwendlerAuguste_OsmundEmanuel_1810-07-26.xml,JP-UB0042,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1810-07-26,1810,7,1809,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub0070,Uthe-SpazierWilhelmine_BoettigerCarl_1810-07-28.xml,JP-UB0070,letters-context,Uthe-Spazier Wilhelmine,Böttiger Carl August,1810-07-28,1810,7,1809,UtheSpazierWilhelmine,BöttigerCarlAugust
ub0229,MuetzschefahlAntonie_OsmundEmanuel_1810-08-14.xml,JP-UB0229,letters-context,Mützschefahl Antonie von,Osmund Emanuel,1810-08-14,1810,8,1809,MützschefahlAntonievon,OsmundEmanuel
ub0717,OsmundEmanuel_SchwendlerAuguste_1810-08-17.xml,JP-UB0717,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1810-08-17,1810,8,1809,OsmundEmanuel,SchwendlerAugusteSophieHenriette
ub1086,GriesbachJohann_WagnerJohann_1810-08-18.xml,JP-UB1086,letters-context,Griesbach Johann Jakob,Wagner Johann Ernst,1810-08-18,1810,8,1809,GriesbachJohannJakob,WagnerJohannErnst
ub0048,BassewitzAdelheid_RichterCaroline_1810-08-20.xml,JP-UB0048,letters-context,Bassewitz Adelheid Henriette von,Richter Caroline,1810-08-20,1810,8,1809,BassewitzAdelheidHenriettevon,RichterCaroline
ub0930,Borntraeger_BrockhausFriedrich_1810-08-28.xml,JP-UB0930,letters-context,Bornträger Johann Friedrich Wilhelm,Brockhaus Friedrich Arnold,1810-08-28,1810,8,1809,BornträgerJohannFriedrichWilhelm,BrockhausFriedrichArnold
ub0929,BrockhausFriedrich_Borntraeger_1810-08-28.xml,JP-UB0929,letters-context,Brockhaus Friedrich Arnold,Bornträger Johann Friedrich Wilhelm,1810-08-28,1810,8,1809,BrockhausFriedrichArnold,BornträgerJohannFriedrichWilhelm
ub1088,Uthe-SpazierWilhelmine_KindJohann_1810-09-11.xml,JP-UB1088,letters-context,Uthe-Spazier Wilhelmine,Kind Johann Friedrich,1810-09-11,1810,9,1809,UtheSpazierWilhelmine,KindJohannFriedrich
ub0295,MuetzschefahlAntonie_OsmundEmanuel_1810-09-14.xml,JP-UB0295,letters-context,Mützschefahl Antonie von,Osmund Emanuel,1810-09-14,1810,9,1809,MützschefahlAntonievon,OsmundEmanuel
ub0931,BrockhausFriedrich_Borntraeger_1810-09-17.xml,JP-UB0931,letters-context,Brockhaus Friedrich Arnold,Bornträger Johann Friedrich Wilhelm,1810-09-17,1810,9,1809,BrockhausFriedrichArnold,BornträgerJohannFriedrichWilhelm
ub0932,WagnerJohann_BergnerCaroline_1810-09-30.xml,JP-UB0932,letters-context,Wagner Johann Ernst,Bergner Caroline,1810-09-30,1810,9,1809,WagnerJohannErnst,BergnerCaroline
ub0933,WagnerJohann_TruchsessChristian_1810-09-30.xml,JP-UB0933,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1810-09-30,1810,9,1809,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub1090,WagnerJohann_MuellerFriedrich_1810-10-01.xml,JP-UB1090,letters-context,Wagner Johann Ernst,Müller Friedrich Theodor Adam Heinrich von,1810-10-01,1810,10,1809,WagnerJohannErnst,MüllerFriedrichTheodorAdamHeinrichvon
ub0934,WagnerJohann_SchillerCharlotte_1810-10-01.xml,JP-UB0934,letters-context,Wagner Johann Ernst,Schiller Charlotte (von),1810-10-01,1810,10,1809,WagnerJohannErnst,SchillerCharlottevon
ub0436,MayerJohann_RichterCaroline_1810-10-05.xml,JP-UB0436,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1810-10-05,1810,10,1809,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0935,BrockhausFriedrich_Borntraeger_1810-10-14.xml,JP-UB0935,letters-context,Brockhaus Friedrich Arnold,Bornträger Johann Friedrich Wilhelm,1810-10-14,1810,10,1809,BrockhausFriedrichArnold,BornträgerJohannFriedrichWilhelm
ub0435,SchwendlerAuguste_OsmundEmanuel_1810-10-16.xml,JP-UB0435,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1810-10-16,1810,10,1809,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub0936,KalbCharlotte_RichterCaroline_1810-10-25.xml,JP-UB0936,letters-context,Kalb Charlotte von,Richter Caroline,1810-10-25,1810,10,1809,KalbCharlottevon,RichterCaroline
ub1316,OsmundEmanuel_GoldschmidtCaroline_1810-10-30.xml,JP-UB1316,letters-context,Osmund Emanuel,Goldschmidt Caroline,1810-10-30,1810,10,1809,OsmundEmanuel,GoldschmidtCaroline
ub0937,BrockhausFriedrich_Borntraeger_1810-11-10.xml,JP-UB0937,letters-context,Brockhaus Friedrich Arnold,Bornträger Johann Friedrich Wilhelm,1810-11-10,1810,11,1809,BrockhausFriedrichArnold,BornträgerJohannFriedrichWilhelm
ub0938,BrockhausFriedrich_Borntraeger_1810-11-21.xml,JP-UB0938,letters-context,Brockhaus Friedrich Arnold,Bornträger Johann Friedrich Wilhelm,1810-11-21,1810,11,1809,BrockhausFriedrichArnold,BornträgerJohannFriedrichWilhelm
ub0939,BrockhausFriedrich_Borntraeger_1810-12-09.xml,JP-UB0939,letters-context,Brockhaus Friedrich Arnold,Bornträger Johann Friedrich Wilhelm,1810-12-09,1810,12,1809,BrockhausFriedrichArnold,BornträgerJohannFriedrichWilhelm
ub0940,BrockhausFriedrich_LudwigErnst_1810-12-14.xml,JP-UB0940,letters-context,Brockhaus Friedrich Arnold,Ludwig Ernst Karl Friedrich,1810-12-14,1810,12,1809,BrockhausFriedrichArnold,LudwigErnstKarlFriedrich
ub1319,OsmundEmanuel_GoldschmidtCaroline_1810-12-14.xml,JP-UB1319,letters-context,Osmund Emanuel,Goldschmidt Caroline,1810-12-14,1810,12,1809,OsmundEmanuel,GoldschmidtCaroline
ub0550,MayerJohann_RichterCaroline_1810-12-18.xml,JP-UB0550,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1810-12-18,1810,12,1809,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0078,MuetzschefahlAntonie_RichterCaroline_1810-12-19.xml,JP-UB0078,letters-context,Mützschefahl Antonie von,Richter Caroline,1810-12-19,1810,12,1809,MützschefahlAntonievon,RichterCaroline
ub0800,MayerJohann_RichterCaroline_1810-12-25.xml,JP-UB0800,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1810-12-25,1810,12,1809,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0679,OertelLudwig_RichterCaroline_1810-12-25.xml,JP-UB0679,letters-context,Oertel Ludwig Christian von,Richter Caroline,1810-12-25,1810,12,1809,OertelLudwigChristianvon,RichterCaroline
ub0941,BrockhausFriedrich_Borntraeger_1810-12-29.xml,JP-UB0941,letters-context,Brockhaus Friedrich Arnold,Bornträger Johann Friedrich Wilhelm,1810-12-29,1810,12,1809,BrockhausFriedrichArnold,BornträgerJohannFriedrichWilhelm
ub1091,VossHeinrich_TruchsessChristian_1810-12-31.xml,JP-UB1091,letters-context,Voß Heinrich,Truchsess von Wetzhausen Christian Freiherr,1810-12-31,1810,12,1809,VoßHeinrich,TruchsessvonWetzhausenChristianFreiherr
ub0942,BrockhausFriedrich_LudwigErnst_1811-01-04.xml,JP-UB0942,letters-context,Brockhaus Friedrich Arnold,Ludwig Ernst Karl Friedrich,1811-01-04,1811,1,1809,BrockhausFriedrichArnold,LudwigErnstKarlFriedrich
ub0943,Uthe-SpazierWilhelmine_RichterCaroline_1811-01-04.xml,JP-UB0943,letters-context,Uthe-Spazier Wilhelmine,Richter Caroline,1811-01-04,1811,1,1809,UtheSpazierWilhelmine,RichterCaroline
ub0944,BrockhausFriedrich_LudwigErnst_1811-01-09.xml,JP-UB0944,letters-context,Brockhaus Friedrich Arnold,Ludwig Ernst Karl Friedrich,1811-01-09,1811,1,1809,BrockhausFriedrichArnold,LudwigErnstKarlFriedrich
ub0945,BrockhausFriedrich_Borntraeger_1811-01-15.xml,JP-UB0945,letters-context,Brockhaus Friedrich Arnold,Bornträger Johann Friedrich Wilhelm,1811-01-15,1811,1,1809,BrockhausFriedrichArnold,BornträgerJohannFriedrichWilhelm
ub0317,MayerJohann_RichterCaroline_1811-01-18.xml,JP-UB0317,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1811-01-18,1811,1,1809,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0195,MayerJohann_RichterCaroline_1811-01-19.xml,JP-UB0195,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1811-01-19,1811,1,1809,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0484,RichterCaroline+RichterJohann_OsmundEmanuel_1811-01-26.xml,JP-UB0484,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1811-01-26,1811,1,1809,RichterCarolineANDJeanPaul,OsmundEmanuel
ub0946,KalbCharlotte_RichterCaroline_1811-01-27.xml,JP-UB0946,letters-context,Kalb Charlotte von,Richter Caroline,1811-01-27,1811,1,1809,KalbCharlottevon,RichterCaroline
ub0947,WagnerJohann_TruchsessChristian_1811-01-29.xml,JP-UB0947,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1811-01-29,1811,1,1809,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub1092,WagnerJohann_MuellerFriedrich_1811-02-01.xml,JP-UB1092,letters-context,Wagner Johann Ernst,Müller Friedrich Theodor Adam Heinrich von,1811-02-01,1811,2,1809,WagnerJohannErnst,MüllerFriedrichTheodorAdamHeinrichvon
ub0948,WagnerJohann_TruchsessChristian_1811-02-03.xml,JP-UB0948,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1811-02-03,1811,2,1809,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub0949,WagnerJohann_WangenheimKarl_1811-02-03.xml,JP-UB0949,letters-context,Wagner Johann Ernst,Wangenheim Karl August Freiherr von,1811-02-03,1811,2,1809,WagnerJohannErnst,WangenheimKarlAugustFreiherrvon
ub0951,HaugFriedrich_WagnerJohann_1811-02-05.xml,JP-UB0951,letters-context,Haug Friedrich,Wagner Johann Ernst,1811-02-05,1811,2,1809,HaugFriedrich,WagnerJohannErnst
ub1093,WangenheimKarl_WagnerJohann_1811-02-16.xml,JP-UB1093,letters-context,Wangenheim Karl August Freiherr von,Wagner Johann Ernst,1811-02-16,1811,2,1809,WangenheimKarlAugustFreiherrvon,WagnerJohannErnst
ub0388,FischerFriederike_FischerMaximilian_1811-02-17.xml,JP-UB0388,letters-context,Fischer Friederike Christiane von,Fischer Maximilian David Benjamin von,1811-02-17,1811,2,1809,FischerFriederikeChristianevon,FischerMaximilianDavidBenjaminvon
ub0291,FischerFriederike_MuetzschefahlAntonie_1811-02-17.xml,JP-UB0291,letters-context,Fischer Friederike Christiane von,Mützschefahl Antonie von,1811-02-17,1811,2,1809,FischerFriederikeChristianevon,MützschefahlAntonievon
ub0950,BrockhausFriedrich_Borntraeger_1811-02-27.xml,JP-UB0950,letters-context,Brockhaus Friedrich Arnold,Bornträger Johann Friedrich Wilhelm,1811-02-27,1811,2,1809,BrockhausFriedrichArnold,BornträgerJohannFriedrichWilhelm
ub0954,RichterCaroline_EhrenbergCaroline_1811-03-01.xml,JP-UB0954,letters-context,Richter Caroline,Ehrenberg Caroline Auguste Eleonore von,1811-03-01,1811,3,1809,RichterCaroline,EhrenbergCarolineAugusteEleonorevon
ub0697,EhrenbergCaroline_RichterCaroline_1811-03-02.xml,JP-UB0697,letters-context,Ehrenberg Caroline Auguste Eleonore von,Richter Caroline,1811-03-02,1811,3,1809,EhrenbergCarolineAugusteEleonorevon,RichterCaroline
ub1094,WagnerJohann_CottaJohann_1811-03-05.xml,JP-UB1094,letters-context,Wagner Johann Ernst,Cotta von Cottendorf Johann Friedrich Freiherr,1811-03-05,1811,3,1809,WagnerJohannErnst,CottavonCottendorfJohannFriedrichFreiherr
ub0952,WagnerJohann_TruchsessChristian_1811-03-06.xml,JP-UB0952,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1811-03-06,1811,3,1809,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub0953,Uthe-SpazierWilhelmine_LudwigErnst_1811-03-08.xml,JP-UB0953,letters-context,Uthe-Spazier Wilhelmine,Ludwig Ernst Karl Friedrich,1811-03-08,1811,3,1809,UtheSpazierWilhelmine,LudwigErnstKarlFriedrich
ub0109,EhrenbergCaroline_RichterCaroline_1811-03-11.xml,JP-UB0109,letters-context,Ehrenberg Caroline Auguste Eleonore von,Richter Caroline,1811-03-11,1811,3,1809,EhrenbergCarolineAugusteEleonorevon,RichterCaroline
ub0955,RichterCaroline_LudwigErnst_1811-03-13.xml,JP-UB0955,letters-context,Richter Caroline,Ludwig Ernst Karl Friedrich,1811-03-13,1811,3,1809,RichterCaroline,LudwigErnstKarlFriedrich
ub0706,MuetzschefahlAntonie_OsmundEmanuel_1811-03-18.xml,JP-UB0706,letters-context,Mützschefahl Antonie von,Osmund Emanuel,1811-03-18,1811,3,1809,MützschefahlAntonievon,OsmundEmanuel
ub1095,VossHeinrich_TruchsessChristian_1811-03-20.xml,JP-UB1095,letters-context,Voß Heinrich,Truchsess von Wetzhausen Christian Freiherr,1811-03-20,1811,3,1809,VoßHeinrich,TruchsessvonWetzhausenChristianFreiherr
ub0956,WagnerJohann_CalmbergJohann_1811-03-20.xml,JP-UB0956,letters-context,Wagner Johann Ernst,Calmberg Johann Erhart Wilhelm,1811-03-20,1811,3,1809,WagnerJohannErnst,CalmbergJohannErhartWilhelm
ub0957,BrockhausFriedrich_LudwigErnst_1811-03-23.xml,JP-UB0957,letters-context,Brockhaus Friedrich Arnold,Ludwig Ernst Karl Friedrich,1811-03-23,1811,3,1809,BrockhausFriedrichArnold,LudwigErnstKarlFriedrich
ub0958,BrockhausFriedrich_LudwigErnst_1811-03-26.xml,JP-UB0958,letters-context,Brockhaus Friedrich Arnold,Ludwig Ernst Karl Friedrich,1811-03-26,1811,3,1809,BrockhausFriedrichArnold,LudwigErnstKarlFriedrich
ub0960,BrockhausFriedrich_HempelFriedrich_1811-03-30.xml,JP-UB0960,letters-context,Brockhaus Friedrich Arnold,Hempel Friedrich Ferdinand,1811-03-30,1811,3,1809,BrockhausFriedrichArnold,HempelFriedrichFerdinand
ub0959,BrockhausFriedrich_RichterCaroline_1811-03-30.xml,JP-UB0959,letters-context,Brockhaus Friedrich Arnold,Richter Caroline,1811-03-30,1811,3,1809,BrockhausFriedrichArnold,RichterCaroline
ub0961,SchwendlerAuguste_MuellerFriedrich_1811-03-30.xml,JP-UB0961,letters-context,Schwendler Auguste Sophie Henriette,Müller Friedrich Theodor Adam Heinrich von,1811-03-30,1811,3,1809,SchwendlerAugusteSophieHenriette,MüllerFriedrichTheodorAdamHeinrichvon
ub0962,LudwigErnst_Uthe-SpazierWilhelmine_1811-03-31.xml,JP-UB0962,letters-context,Ludwig Ernst Karl Friedrich,Uthe-Spazier Wilhelmine,1811-03-31,1811,3,1809,LudwigErnstKarlFriedrich,UtheSpazierWilhelmine
ub0963,Uthe-SpazierWilhelmine_LudwigErnst_1811-04-10.xml,JP-UB0963,letters-context,Uthe-Spazier Wilhelmine,Ludwig Ernst Karl Friedrich,1811-04-10,1811,4,1809,UtheSpazierWilhelmine,LudwigErnstKarlFriedrich
ub0544,MayerJohann_RichterCaroline_1811-04-14.xml,JP-UB0544,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1811-04-14,1811,4,1809,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0491,Ungern-SternbergRosalie_RichterCaroline_1811-04-14.xml,JP-UB0491,letters-context,Ungern-Sternberg Rosalie von,Richter Caroline,1811-04-14,1811,4,1809,UngernSternbergRosalievon,RichterCaroline
ub1096,WagnerJohann_AbekenBernhard+TruchsessChristian+VossHeinrich+VossAbraham_1811-04-14.xml,JP-UB1096,letters-context,Wagner Johann Ernst,Abeken Bernhard Rudolf + Truchsess von Wetzhausen Christian Freiherr + Voß Heinrich + Voß Abraham Sophus,1811-04-14,1811,4,1809,WagnerJohannErnst,AbekenBernhardRudolfANDTruchsessvonWetzhausenChristianFreiherrANDVoßHeinrichANDVoßAbrahamSophus
ub1097,WagnerJohann_HaugFriedrich_1811-04-16.xml,JP-UB1097,letters-context,Wagner Johann Ernst,Haug Friedrich,1811-04-16,1811,4,1809,WagnerJohannErnst,HaugFriedrich
ub1098,VossHeinrich_TruchsessChristian_1811-05-04.xml,JP-UB1098,letters-context,Voß Heinrich,Truchsess von Wetzhausen Christian Freiherr,1811-05-04,1811,5,1809,VoßHeinrich,TruchsessvonWetzhausenChristianFreiherr
ub0054,MayerJohann+MayerJulie_RichterCaroline_1811-05-08.xml,JP-UB0054,letters-context,Mayer Johann Siegfried Wilhelm + Mayer Julie Henriette,Richter Caroline,1811-05-08,1811,5,1809,MayerJohannSiegfriedWilhelmANDMayerJulieHenriette,RichterCaroline
ub1099,VossHeinrich_TruchsessChristian_1811-05-19.xml,JP-UB1099,letters-context,Voß Heinrich,Truchsess von Wetzhausen Christian Freiherr,1811-05-19,1811,5,1809,VoßHeinrich,TruchsessvonWetzhausenChristianFreiherr
ub1100,CottaJohann_WagnerJohann_1811-05-26.xml,JP-UB1100,letters-context,Cotta Johann Heinrich,Wagner Johann Ernst,1811-05-26,1811,5,1809,CottaJohannHeinrich,WagnerJohannErnst
ub1101,WagnerJohann_TruchsessChristian_1811-05-30.xml,JP-UB1101,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1811-05-30,1811,5,1809,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub0012,OttoGeorg_Industrie-Comptoir_1811-06-01.xml,JP-UB0012,letters-context,Otto Georg Christian,Industrie-Comptoir ,1811-06-01,1811,6,1809,OttoGeorgChristian,IndustrieComptoir
ub0964,Uthe-SpazierWilhelmine_LudwigErnst_1811-06-03.xml,JP-UB0964,letters-context,Uthe-Spazier Wilhelmine,Ludwig Ernst Karl Friedrich,1811-06-03,1811,6,1809,UtheSpazierWilhelmine,LudwigErnstKarlFriedrich
ub0965,WagnerJohann_TruchsessChristian_1811-06-06.xml,JP-UB0965,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1811-06-06,1811,6,1809,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub0966,WilkenFriedrich_WagnerJohann_1811-06-15.xml,JP-UB0966,letters-context,Wilken Friedrich,Wagner Johann Ernst,1811-06-15,1811,6,1809,WilkenFriedrich,WagnerJohannErnst
ub1102,WagnerJohann_TruchsessChristian_1811-06-22.xml,JP-UB1102,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1811-06-22,1811,6,1809,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub1103,WangenheimKarl_WagnerJohann_1811-06-22.xml,JP-UB1103,letters-context,Wangenheim Karl August Freiherr von,Wagner Johann Ernst,1811-06-22,1811,6,1809,WangenheimKarlAugustFreiherrvon,WagnerJohannErnst
ub0114,MayerJohann_RichterCaroline_1811-06-28.xml,JP-UB0114,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1811-06-28,1811,6,1809,MayerJohannSiegfriedWilhelm,RichterCaroline
ub1104,WagnerJohann_VossHeinrich_1811-07-12.xml,JP-UB1104,letters-context,Wagner Johann Ernst,Voß Heinrich,1811-07-12,1811,7,1809,WagnerJohannErnst,VoßHeinrich
ub0092,MayerJohann_RichterCaroline_1811-07-20.xml,JP-UB0092,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1811-07-20,1811,7,1809,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0561,MayerJohann_RichterCaroline_1811-07-23.xml,JP-UB0561,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1811-07-23,1811,7,1809,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0014,OttoGeorg_Industrie-Comptoir_1811-08-06.xml,JP-UB0014,letters-context,Otto Georg Christian,Industrie-Comptoir ,1811-08-06,1811,8,1809,OttoGeorgChristian,IndustrieComptoir
ub1320,OsmundEmanuel_GoldschmidtCaroline_1811-08-18.xml,JP-UB1320,letters-context,Osmund Emanuel,Goldschmidt Caroline,1811-08-18,1811,8,1809,OsmundEmanuel,GoldschmidtCaroline
ub0222,SchwendlerAuguste_OsmundEmanuel_1811-08-26.xml,JP-UB0222,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1811-08-26,1811,8,1809,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub1105,VossHeinrich_TruchsessChristian_1811-08-27.xml,JP-UB1105,letters-context,Voß Heinrich,Truchsess von Wetzhausen Christian Freiherr,1811-08-27,1811,8,1809,VoßHeinrich,TruchsessvonWetzhausenChristianFreiherr
ub0292,SchwendlerAuguste_RichterCaroline_1811-08-28.xml,JP-UB0292,letters-context,Schwendler Auguste Sophie Henriette,Richter Caroline,1811-08-28,1811,8,1809,SchwendlerAugusteSophieHenriette,RichterCaroline
ub1106,VossErnestine_TruchsessChristian_1811-08-28.xml,JP-UB1106,letters-context,Voß Ernestine,Truchsess von Wetzhausen Christian Freiherr,1811-08-28,1811,8,1809,VoßErnestine,TruchsessvonWetzhausenChristianFreiherr
ub0968,BrockhausFriedrich_Borntraeger_1811-08-30.xml,JP-UB0968,letters-context,Brockhaus Friedrich Arnold,Bornträger Johann Friedrich Wilhelm,1811-08-30,1811,8,1809,BrockhausFriedrichArnold,BornträgerJohannFriedrichWilhelm
ub1107,VossHeinrich_TruchsessChristian_1811-08-31.xml,JP-UB1107,letters-context,Voß Heinrich,Truchsess von Wetzhausen Christian Freiherr,1811-08-31,1811,8,1809,VoßHeinrich,TruchsessvonWetzhausenChristianFreiherr
ub1108,WangenheimKarl_WagnerJohann_1811-09-01.xml,JP-UB1108,letters-context,Wangenheim Karl August Freiherr von,Wagner Johann Ernst,1811-09-01,1811,9,1809,WangenheimKarlAugustFreiherrvon,WagnerJohannErnst
ub0818,OsmundEmanuel_SchwendlerAuguste_1811-09-04.xml,JP-UB0818,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1811-09-04,1811,9,1809,OsmundEmanuel,SchwendlerAugusteSophieHenriette
ub1109,WagnerJohann_TruchsessChristian_1811-09-10.xml,JP-UB1109,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1811-09-10,1811,9,1809,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub1110,TruchsessChristian_WagnerJohann_1811-09-14.xml,JP-UB1110,letters-context,Truchsess von Wetzhausen Christian Freiherr,Wagner Johann Ernst,1811-09-14,1811,9,1809,TruchsessvonWetzhausenChristianFreiherr,WagnerJohannErnst
ub0969,DoenhoffStanislaus_WagnerJohann_1811-09-22.xml,JP-UB0969,letters-context,Dönhoff Stanislaus Otto von,Wagner Johann Ernst,1811-09-22,1811,9,1809,DönhoffStanislausOttovon,WagnerJohannErnst
ub1111,CottaJohann_WagnerJohann_1811-09-26.xml,JP-UB1111,letters-context,Cotta Johann Heinrich,Wagner Johann Ernst,1811-09-26,1811,9,1809,CottaJohannHeinrich,WagnerJohannErnst
ub0539,OsmundEmanuel_SchwendlerAuguste_1811-10-10.xml,JP-UB0539,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1811-10-10,1811,10,1809,OsmundEmanuel,SchwendlerAugusteSophieHenriette
ub0098,LevezowMarie_RichterCaroline_1811-10-18.xml,JP-UB0098,letters-context,Levezow Marie Ulrike Wilhelmine,Richter Caroline,1811-10-18,1811,10,1809,LevezowMarieUlrikeWilhelmine,RichterCaroline
ub0440,GentzLudwig_RichterCaroline_1811-10-19.xml,JP-UB0440,letters-context,Gentz Ludwig,Richter Caroline,1811-10-19,1811,10,1809,GentzLudwig,RichterCaroline
ub0703,Ungern-SternbergRosalie_RichterCaroline_1811-10-28.xml,JP-UB0703,letters-context,Ungern-Sternberg Rosalie von,Richter Caroline,1811-10-28,1811,10,1809,UngernSternbergRosalievon,RichterCaroline
ub1112,WagnerJohann_MuellerFriedrich_1811-10-31.xml,JP-UB1112,letters-context,Wagner Johann Ernst,Müller Friedrich Theodor Adam Heinrich von,1811-10-31,1811,10,1809,WagnerJohannErnst,MüllerFriedrichTheodorAdamHeinrichvon
ub0478,MayerJohann+MayerJulie_RichterCaroline_1811-11-09.xml,JP-UB0478,letters-context,Mayer Johann Siegfried Wilhelm + Mayer Julie Henriette,Richter Caroline,1811-11-09,1811,11,1809,MayerJohannSiegfriedWilhelmANDMayerJulieHenriette,RichterCaroline
ub0197,RichterCaroline_OsmundEmanuel_1811-11-09.xml,JP-UB0197,letters-context,Richter Caroline,Osmund Emanuel,1811-11-09,1811,11,1809,RichterCaroline,OsmundEmanuel
ub0970,DoenhoffStanislaus_WagnerJohann_1811-11-14.xml,JP-UB0970,letters-context,Dönhoff Stanislaus Otto von,Wagner Johann Ernst,1811-11-14,1811,11,1809,DönhoffStanislausOttovon,WagnerJohannErnst
ub1115,WagnerJohann_TruchsessChristian_1811-11-14.xml,JP-UB1115,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1811-11-14,1811,11,1809,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub1114,WagnerJohann_VossHeinrich_1811-11-14.xml,JP-UB1114,letters-context,Wagner Johann Ernst,Voß Heinrich,1811-11-14,1811,11,1809,WagnerJohannErnst,VoßHeinrich
ub0426,SchwendlerAuguste_OsmundEmanuel_1811-11-17.xml,JP-UB0426,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1811-11-17,1811,11,1809,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub0971,TruchsessChristian_WagnerJohann_1811-11-23.xml,JP-UB0971,letters-context,Truchsess von Wetzhausen Christian Freiherr,Wagner Johann Ernst,1811-11-23,1811,11,1809,TruchsessvonWetzhausenChristianFreiherr,WagnerJohannErnst
ub1116,WagnerJohann_StudnitzAugust_1811-11-30.xml,JP-UB1116,letters-context,Wagner Johann Ernst,Studnitz August von,1811-11-30,1811,11,1809,WagnerJohannErnst,StudnitzAugustvon
ub0318,MayerJohann_RichterCaroline_1811-12-14.xml,JP-UB0318,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1811-12-14,1811,12,1809,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0972,WagnerKarl+WagnerLudwig_TruchsessChristian_1811-12-17.xml,JP-UB0972,letters-context,Wagner Karl Ludwig Friedrich Ernst + Wagner Ludwig Anton,Truchsess von Wetzhausen Christian Freiherr,1811-12-17,1811,12,1809,WagnerKarlLudwigFriedrichErnstANDWagnerLudwigAnton,TruchsessvonWetzhausenChristianFreiherr
