idno,filename,id,corpus,sender,receiver,date,year,month,year_range,sender_norm,receiver_norm
ub1285,OsmundEmanuel_GoldschmidtCaroline_1807-06-17.xml,JP-UB1285,letters-context,Osmund Emanuel,Goldschmidt Caroline,1807-06-17,1807,6,1804,OsmundEmanuel,GoldschmidtCaroline
ub0808,RichterCaroline_OsmundEmanuel_1807-06-27.xml,JP-UB0808,letters-context,Richter Caroline,Osmund Emanuel,1807-06-27,1807,6,1804,RichterCaroline,OsmundEmanuel
ub1057,WagnerJohann_HeimAnton_1807-07-13.xml,JP-UB1057,letters-context,Wagner Johann Ernst,Heim Anton Christoph,1807-07-13,1807,7,1804,WagnerJohannErnst,HeimAntonChristoph
ub0671,MayerJohann_RichterCaroline_1807-08-12.xml,JP-UB0671,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1807-08-12,1807,8,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0864,Uthe-SpazierWilhelmine_WilmansFriedrich_1807-08-13.xml,JP-UB0864,letters-context,Uthe-Spazier Wilhelmine,Wilmans Friedrich,1807-08-13,1807,8,1804,UtheSpazierWilhelmine,WilmansFriedrich
ub1286,OsmundEmanuel_GoldschmidtCaroline_1807-08-17.xml,JP-UB1286,letters-context,Osmund Emanuel,Goldschmidt Caroline,1807-08-17,1807,8,1804,OsmundEmanuel,GoldschmidtCaroline
ub0377,RichterCaroline_OsmundEmanuel_1807-09-20.xml,JP-UB0377,letters-context,Richter Caroline,Osmund Emanuel,1807-09-20,1807,9,1804,RichterCaroline,OsmundEmanuel
ub0096,RichterCaroline+RichterJohann_OsmundEmanuel_1807-09-24.xml,JP-UB0096,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1807-09-24,1807,9,1804,RichterCarolineANDJeanPaul,OsmundEmanuel
ub0615,MayerJohann_RichterCaroline_1807-09-28.xml,JP-UB0615,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1807-09-28,1807,9,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0638,MayerJohann_RichterCaroline_1807-10-10.xml,JP-UB0638,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1807-10-10,1807,10,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0118,Uthe-SpazierWilhelmine_Unbekannt_1807-10-18.xml,JP-UB0118,letters-context,Uthe-Spazier Wilhelmine,Unbekannte Korrespondenten,1807-10-18,1807,10,1804,UtheSpazierWilhelmine,UnbekannteKorrespondenten
ub0865,WagnerJohann_FrauenholzJohann_1807-10-22.xml,JP-UB0865,letters-context,Wagner Johann Ernst,Frauenholz Johann Friedrich,1807-10-22,1807,10,1804,WagnerJohannErnst,FrauenholzJohannFriedrich
ub0223,GentzAnna_RichterCaroline_1807-10-29.xml,JP-UB0223,letters-context,Gentz Anna Henriette (Nanette),Richter Caroline,1807-10-29,1807,10,1804,GentzAnnaHenrietteNanette,RichterCaroline
ub0722,RichterCaroline_OsmundEmanuel_1807-11-11.xml,JP-UB0722,letters-context,Richter Caroline,Osmund Emanuel,1807-11-11,1807,11,1804,RichterCaroline,OsmundEmanuel
ub0420,RichterCaroline_OsmundEmanuel_1807-11-28.xml,JP-UB0420,letters-context,Richter Caroline,Osmund Emanuel,1807-11-28,1807,11,1804,RichterCaroline,OsmundEmanuel
ub0080,MayerJohann_RichterCaroline_1807-12-01.xml,JP-UB0080,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1807-12-01,1807,12,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0866,WagnerJohann_BarthKarl_1808-01-08.xml,JP-UB0866,letters-context,Wagner Johann Ernst,Barth Karl,1808-01-08,1808,1,1804,WagnerJohannErnst,BarthKarl
ub0659,MayerJohann_RichterCaroline_1808-01-09.xml,JP-UB0659,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1808-01-09,1808,1,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0602,RichterCaroline_Unbekannt_1808-01-10.xml,JP-UB0602,letters-context,Richter Caroline,Unbekannte Korrespondenten,1808-01-10,1808,1,1804,RichterCaroline,UnbekannteKorrespondenten
ub1058,RichterCaroline+RichterJohann_Unbekannt_1808-01-13.xml,JP-UB1058,letters-context,Richter Caroline + Jean Paul,Unbekannte Korrespondenten,1808-01-13,1808,1,1804,RichterCarolineANDJeanPaul,UnbekannteKorrespondenten
ub0368,MayerJohann_RichterCaroline_1808-02-29.xml,JP-UB0368,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1808-02-29,1808,2,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0868,WagnerJohann_KesslerGeorg_1808-03-04.xml,JP-UB0868,letters-context,Wagner Johann Ernst,Keßler Georg Wilhelm,1808-03-04,1808,3,1804,WagnerJohannErnst,KeßlerGeorgWilhelm
ub0867,WagnerJohann_MuellerFriedrich_1808-03-04.xml,JP-UB0867,letters-context,Wagner Johann Ernst,Müller Friedrich Theodor Adam Heinrich von,1808-03-04,1808,3,1804,WagnerJohannErnst,MüllerFriedrichTheodorAdamHeinrichvon
ub1060,WagnerJohann_BoettigerCarl_1808-03-07.xml,JP-UB1060,letters-context,Wagner Johann Ernst,Böttiger Carl August,1808-03-07,1808,3,1804,WagnerJohannErnst,BöttigerCarlAugust
ub1059,WagnerJohann_GoeschenGeorg_1808-03-07.xml,JP-UB1059,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1808-03-07,1808,3,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub0869,GoeschenGeorg_WagnerJohann_1808-03-08.xml,JP-UB0869,letters-context,Göschen Georg Joachim,Wagner Johann Ernst,1808-03-08,1808,3,1804,GöschenGeorgJoachim,WagnerJohannErnst
ub0870,WagnerJohann_TruchsessChristian_1808-03-08.xml,JP-UB0870,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1808-03-08,1808,3,1804,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub1289,OsmundEmanuel_GoldschmidtCaroline_1808-03-11.xml,JP-UB1289,letters-context,Osmund Emanuel,Goldschmidt Caroline,1808-03-11,1808,3,1804,OsmundEmanuel,GoldschmidtCaroline
ub1061,WagnerJohann_BertuchFriedrich_1808-03-11.xml,JP-UB1061,letters-context,Wagner Johann Ernst,Bertuch Friedrich Johann Justin,1808-03-11,1808,3,1804,WagnerJohannErnst,BertuchFriedrichJohannJustin
ub0871,WagnerJohann_FrauenholzJohann_1808-03-18.xml,JP-UB0871,letters-context,Wagner Johann Ernst,Frauenholz Johann Friedrich,1808-03-18,1808,3,1804,WagnerJohannErnst,FrauenholzJohannFriedrich
ub0741,RichterCaroline_OsmundEmanuel_1808-03-21.xml,JP-UB0741,letters-context,Richter Caroline,Osmund Emanuel,1808-03-21,1808,3,1804,RichterCaroline,OsmundEmanuel
ub0355,RichterCaroline_OsmundEmanuel_1808-04-04.xml,JP-UB0355,letters-context,Richter Caroline,Osmund Emanuel,1808-04-04,1808,4,1804,RichterCaroline,OsmundEmanuel
ub0290,MayerJohann_RichterCaroline_1808-04-06.xml,JP-UB0290,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1808-04-06,1808,4,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0044,MuefflingWilhelmine_RichterCaroline_1808-04-10.xml,JP-UB0044,letters-context,Müffling Wilhelmine von,Richter Caroline,1808-04-10,1808,4,1804,MüfflingWilhelminevon,RichterCaroline
ub0872,ThuemmelMoritz_WagnerJohann_1808-04-13.xml,JP-UB0872,letters-context,Thümmel Moritz August von,Wagner Johann Ernst,1808-04-13,1808,4,1804,ThümmelMoritzAugustvon,WagnerJohannErnst
ub0427,MahlmannSiegfried_WagnerJohann_1808-04-20.xml,JP-UB0427,letters-context,Mahlmann Siegfried August,Wagner Johann Ernst,1808-04-20,1808,4,1804,MahlmannSiegfriedAugust,WagnerJohannErnst
ub0873,WagnerJohann_MuellerFriedrich_1808-04-23.xml,JP-UB0873,letters-context,Wagner Johann Ernst,Müller Friedrich Theodor Adam Heinrich von,1808-04-23,1808,4,1804,WagnerJohannErnst,MüllerFriedrichTheodorAdamHeinrichvon
ub0874,MosengeilFriedrich_TruchsessChristian_1808-05-06.xml,JP-UB0874,letters-context,Mosengeil Friedrich,Truchsess von Wetzhausen Christian Freiherr,1808-05-06,1808,5,1804,MosengeilFriedrich,TruchsessvonWetzhausenChristianFreiherr
ub1062,WagnerJohann_GoeschenGeorg_1808-05-06.xml,JP-UB1062,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1808-05-06,1808,5,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub0875,WagnerJohann_TruchsessChristian_1808-05-06.xml,JP-UB0875,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1808-05-06,1808,5,1804,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub0744,RichterCaroline_OsmundEmanuel_1808-05-07.xml,JP-UB0744,letters-context,Richter Caroline,Osmund Emanuel,1808-05-07,1808,5,1804,RichterCaroline,OsmundEmanuel
ub0876,SchmidtLudwig_WagnerJohann_1808-05-12.xml,JP-UB0876,letters-context,Schmidt Ludwig Friedrich,Wagner Johann Ernst,1808-05-12,1808,5,1804,SchmidtLudwigFriedrich,WagnerJohannErnst
ub0877,MosengeilFriedrich_TruchsessChristian_1808-05-17.xml,JP-UB0877,letters-context,Mosengeil Friedrich,Truchsess von Wetzhausen Christian Freiherr,1808-05-17,1808,5,1804,MosengeilFriedrich,TruchsessvonWetzhausenChristianFreiherr
ub0434,SchwendlerAuguste_RichterCaroline_1808-05-19.xml,JP-UB0434,letters-context,Schwendler Auguste Sophie Henriette,Richter Caroline,1808-05-19,1808,5,1804,SchwendlerAugusteSophieHenriette,RichterCaroline
ub0878,WestphalenEngel_WagnerJohann_1808-05-21.xml,JP-UB0878,letters-context,Westphalen Engel Christine,Wagner Johann Ernst,1808-05-21,1808,5,1804,WestphalenEngelChristine,WagnerJohannErnst
ub0880,WagnerJohann_TruchsessChristian_1808-05-24.xml,JP-UB0880,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1808-05-24,1808,5,1804,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub0419,SchwendlerAuguste_MuellerFriedrich_1808-05-30.xml,JP-UB0419,letters-context,Schwendler Auguste Sophie Henriette,Müller Friedrich Theodor Adam Heinrich von,1808-05-30,1808,5,1804,SchwendlerAugusteSophieHenriette,MüllerFriedrichTheodorAdamHeinrichvon
ub0085,LentzTherese_RichterCaroline_1808-06-02.xml,JP-UB0085,letters-context,Lentz Therese,Richter Caroline,1808-06-02,1808,6,1804,LentzTherese,RichterCaroline
ub1063,OsmundEmanuel_SchwendlerAuguste_1808-06-03.xml,JP-UB1063,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1808-06-03,1808,6,1804,OsmundEmanuel,SchwendlerAugusteSophieHenriette
ub0183,RichterCaroline_OsmundEmanuel_1808-06-07.xml,JP-UB0183,letters-context,Richter Caroline,Osmund Emanuel,1808-06-07,1808,6,1804,RichterCaroline,OsmundEmanuel
ub0881,WagnerJohann_TruchsessChristian_1808-06-07.xml,JP-UB0881,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1808-06-07,1808,6,1804,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub0882,WagnerJohann_MuellerFriedrich_1808-06-11.xml,JP-UB0882,letters-context,Wagner Johann Ernst,Müller Friedrich Theodor Adam Heinrich von,1808-06-11,1808,6,1804,WagnerJohannErnst,MüllerFriedrichTheodorAdamHeinrichvon
ub0789,SchwendlerAuguste_OsmundEmanuel_1808-06-13.xml,JP-UB0789,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1808-06-13,1808,6,1804,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub0568,SchwendlerFriedrich_RichterCaroline_1808-06-17.xml,JP-UB0568,letters-context,Schwendler Friedrich Christian August,Richter Caroline,1808-06-17,1808,6,1804,SchwendlerFriedrichChristianAugust,RichterCaroline
ub0883,WagnerJohann_Unbekannt_1808-06-20.xml,JP-UB0883,letters-context,Wagner Johann Ernst,Unbekannte Korrespondenten,1808-06-20,1808,6,1804,WagnerJohannErnst,UnbekannteKorrespondenten
ub0401,SchwendlerAuguste_OsmundEmanuel_1808-06-23.xml,JP-UB0401,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1808-06-23,1808,6,1804,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub0728,RichterCaroline_OsmundEmanuel_1808-06-24.xml,JP-UB0728,letters-context,Richter Caroline,Osmund Emanuel,1808-06-24,1808,6,1804,RichterCaroline,OsmundEmanuel
ub0073,SchlabrendorffAmanda+MuetzschefahlAntonie_OsmundEmanuel_1808-06-24.xml,JP-UB0073,letters-context,Schlabrendorff Amanda + Mützschefahl Antonie von,Osmund Emanuel,1808-06-24,1808,6,1804,SchlabrendorffAmandaANDMützschefahlAntonievon,OsmundEmanuel
ub0731,SchwendlerAuguste_OsmundEmanuel_1808-06-24.xml,JP-UB0731,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1808-06-24,1808,6,1804,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub0333,SchwendlerAuguste_OsmundEmanuel_1808-06-30.xml,JP-UB0333,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1808-06-30,1808,6,1804,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub0884,WagnerJohann_MuellerFriedrich_1808-06-30.xml,JP-UB0884,letters-context,Wagner Johann Ernst,Müller Friedrich Theodor Adam Heinrich von,1808-06-30,1808,6,1804,WagnerJohannErnst,MüllerFriedrichTheodorAdamHeinrichvon
ub0644,SchwendlerAuguste_OsmundEmanuel_1808-07-01.xml,JP-UB0644,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1808-07-01,1808,7,1804,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub0184,SchwendlerAuguste_RichterCaroline_1808-07-01.xml,JP-UB0184,letters-context,Schwendler Auguste Sophie Henriette,Richter Caroline,1808-07-01,1808,7,1804,SchwendlerAugusteSophieHenriette,RichterCaroline
ub1290,OsmundEmanuel_GoldschmidtCaroline_1808-07-06.xml,JP-UB1290,letters-context,Osmund Emanuel,Goldschmidt Caroline,1808-07-06,1808,7,1804,OsmundEmanuel,GoldschmidtCaroline
ub0726,SchwendlerAuguste_OsmundEmanuel_1808-07-08.xml,JP-UB0726,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1808-07-08,1808,7,1804,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub0725,RichterCaroline+RichterJohann_OsmundEmanuel_1808-07-10.xml,JP-UB0725,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1808-07-10,1808,7,1804,RichterCarolineANDJeanPaul,OsmundEmanuel
ub0505,OsmundEmanuel_SchwendlerAuguste_1808-07-17.xml,JP-UB0505,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1808-07-17,1808,7,1804,OsmundEmanuel,SchwendlerAugusteSophieHenriette
ub0533,Uthe-SpazierWilhelmine_FalkJohannes_1808-07-18.xml,JP-UB0533,letters-context,Uthe-Spazier Wilhelmine,Falk Johannes Daniel,1808-07-18,1808,7,1804,UtheSpazierWilhelmine,FalkJohannesDaniel
ub0885,FernowCarl_WagnerJohann_1808-08-03.xml,JP-UB0885,letters-context,Fernow Carl Ludwig,Wagner Johann Ernst,1808-08-03,1808,8,1804,FernowCarlLudwig,WagnerJohannErnst
ub0886,WagnerJohann_MuellerFriedrich_1808-08-03.xml,JP-UB0886,letters-context,Wagner Johann Ernst,Müller Friedrich Theodor Adam Heinrich von,1808-08-03,1808,8,1804,WagnerJohannErnst,MüllerFriedrichTheodorAdamHeinrichvon
ub0887,WagnerJohann_MuellerFriedrich_1808-08-10.xml,JP-UB0887,letters-context,Wagner Johann Ernst,Müller Friedrich Theodor Adam Heinrich von,1808-08-10,1808,8,1804,WagnerJohannErnst,MüllerFriedrichTheodorAdamHeinrichvon
ub0124,SchwendlerAuguste_RichterCaroline_1808-08-12.xml,JP-UB0124,letters-context,Schwendler Auguste Sophie Henriette,Richter Caroline,1808-08-12,1808,8,1804,SchwendlerAugusteSophieHenriette,RichterCaroline
ub0888,WagnerJohann_TruchsessChristian_1808-08-12.xml,JP-UB0888,letters-context,Wagner Johann Ernst,Truchsess von Wetzhausen Christian Freiherr,1808-08-12,1808,8,1804,WagnerJohannErnst,TruchsessvonWetzhausenChristianFreiherr
ub1064,DalbergKarl_WagnerJohann_1808-08-13.xml,JP-UB1064,letters-context,Dalberg Karl Theodor Reichsfreiherr von,Wagner Johann Ernst,1808-08-13,1808,8,1804,DalbergKarlTheodorReichsfreiherrvon,WagnerJohannErnst
ub0889,SchmidtLudwig_WagnerJohann_1808-08-19.xml,JP-UB0889,letters-context,Schmidt Ludwig Friedrich,Wagner Johann Ernst,1808-08-19,1808,8,1804,SchmidtLudwigFriedrich,WagnerJohannErnst
ub0890,AdelheidLouise_WagnerJohann_1808-08-20.xml,JP-UB0890,letters-context,Adelheid Louise Theresa Caroline Amelia,Wagner Johann Ernst,1808-08-20,1808,8,1804,AdelheidLouiseTheresaCarolineAmelia,WagnerJohannErnst
ub0616,OsmundEmanuel_SchwendlerAuguste_1808-08-21.xml,JP-UB0616,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1808-08-21,1808,8,1804,OsmundEmanuel,SchwendlerAugusteSophieHenriette
ub0087,MayerJohann_RichterCaroline_1808-08-23.xml,JP-UB0087,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1808-08-23,1808,8,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0411,SchwendlerAuguste_OsmundEmanuel_1808-08-24.xml,JP-UB0411,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1808-08-24,1808,8,1804,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub0650,RichterCaroline_OsmundEmanuel_1808-08-30.xml,JP-UB0650,letters-context,Richter Caroline,Osmund Emanuel,1808-08-30,1808,8,1804,RichterCaroline,OsmundEmanuel
ub0514,RichterCaroline_OsmundEmanuel_1808-09-01.xml,JP-UB0514,letters-context,Richter Caroline,Osmund Emanuel,1808-09-01,1808,9,1804,RichterCaroline,OsmundEmanuel
ub1291,OsmundEmanuel_GoldschmidtCaroline_1808-09-02.xml,JP-UB1291,letters-context,Osmund Emanuel,Goldschmidt Caroline,1808-09-02,1808,9,1804,OsmundEmanuel,GoldschmidtCaroline
ub0891,DalbergKarl_WagnerJohann_1808-09-06.xml,JP-UB0891,letters-context,Dalberg Karl Theodor Reichsfreiherr von,Wagner Johann Ernst,1808-09-06,1808,9,1804,DalbergKarlTheodorReichsfreiherrvon,WagnerJohannErnst
ub1292,GoldschmidtCaroline_OsmundEmanuel_1808-09-14.xml,JP-UB1292,letters-context,Goldschmidt Caroline,Osmund Emanuel,1808-09-14,1808,9,1804,GoldschmidtCaroline,OsmundEmanuel
ub0151,RichterCaroline_OsmundEmanuel_1808-09-20.xml,JP-UB0151,letters-context,Richter Caroline,Osmund Emanuel,1808-09-20,1808,9,1804,RichterCaroline,OsmundEmanuel
ub1065,MosengeilFriedrich_TruchsessChristian_1808-09-21.xml,JP-UB1065,letters-context,Mosengeil Friedrich,Truchsess von Wetzhausen Christian Freiherr,1808-09-21,1808,9,1804,MosengeilFriedrich,TruchsessvonWetzhausenChristianFreiherr
ub0423,MayerJohann_RichterCaroline_1808-09-25.xml,JP-UB0423,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1808-09-25,1808,9,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0399,RichterCaroline_OsmundEmanuel_1808-10-05.xml,JP-UB0399,letters-context,Richter Caroline,Osmund Emanuel,1808-10-05,1808,10,1804,RichterCaroline,OsmundEmanuel
ub0313,OsmundEmanuel_SchwendlerAuguste_1808-10-09.xml,JP-UB0313,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1808-10-09,1808,10,1804,OsmundEmanuel,SchwendlerAugusteSophieHenriette
ub0681,Uthe-SpazierWilhelmine_FalkJohannes_1808-10-12.xml,JP-UB0681,letters-context,Uthe-Spazier Wilhelmine,Falk Johannes Daniel,1808-10-12,1808,10,1804,UtheSpazierWilhelmine,FalkJohannesDaniel
ub0379,MuetzschefahlAntonie_OsmundEmanuel_1808-10-17.xml,JP-UB0379,letters-context,Mützschefahl Antonie von,Osmund Emanuel,1808-10-17,1808,10,1804,MützschefahlAntonievon,OsmundEmanuel
ub0538,SchlabrendorffAmanda_OsmundEmanuel_1808-10-17.xml,JP-UB0538,letters-context,Schlabrendorff Amanda,Osmund Emanuel,1808-10-17,1808,10,1804,SchlabrendorffAmanda,OsmundEmanuel
ub0251,Uthe-SpazierWilhelmine_RichterCaroline_1808-10-26.xml,JP-UB0251,letters-context,Uthe-Spazier Wilhelmine,Richter Caroline,1808-10-26,1808,10,1804,UtheSpazierWilhelmine,RichterCaroline
ub0727,MayerJohann_RichterCaroline_1808-11-02.xml,JP-UB0727,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1808-11-02,1808,11,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0663,RichterCaroline_OsmundEmanuel_1808-11-09.xml,JP-UB0663,letters-context,Richter Caroline,Osmund Emanuel,1808-11-09,1808,11,1804,RichterCaroline,OsmundEmanuel
ub0892,WagnerJohann_MuellerFriedrich_1808-11-09.xml,JP-UB0892,letters-context,Wagner Johann Ernst,Müller Friedrich Theodor Adam Heinrich von,1808-11-09,1808,11,1804,WagnerJohannErnst,MüllerFriedrichTheodorAdamHeinrichvon
ub0432,RichterCaroline+RichterJohann_OsmundEmanuel_1808-11-16.xml,JP-UB0432,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1808-11-16,1808,11,1804,RichterCarolineANDJeanPaul,OsmundEmanuel
ub1293,OsmundEmanuel_GoldschmidtCaroline_1808-11-17.xml,JP-UB1293,letters-context,Osmund Emanuel,Goldschmidt Caroline,1808-11-17,1808,11,1804,OsmundEmanuel,GoldschmidtCaroline
ub0038,SchwendlerAuguste_OsmundEmanuel_1808-11-18.xml,JP-UB0038,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1808-11-18,1808,11,1804,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub1296,GoldschmidtCaroline_OsmundEmanuel_1808-11-19.xml,JP-UB1296,letters-context,Goldschmidt Caroline,Osmund Emanuel,1808-11-19,1808,11,1804,GoldschmidtCaroline,OsmundEmanuel
ub0428,RichterCaroline+RichterEmma+RichterJohann_OsmundEmanuel_1808-12-01.xml,JP-UB0428,letters-context,Richter Caroline + Richter Emma + Jean Paul,Osmund Emanuel,1808-12-01,1808,12,1804,RichterCarolineANDRichterEmmaANDJeanPaul,OsmundEmanuel
ub0689,OsmundEmanuel_SchwendlerAuguste_1808-12-13.xml,JP-UB0689,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1808-12-13,1808,12,1804,OsmundEmanuel,SchwendlerAugusteSophieHenriette
ub0522,MayerJohann_RichterCaroline_1808-12-17.xml,JP-UB0522,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1808-12-17,1808,12,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0893,ThuemmelMoritz_WagnerJohann_1808-12-26.xml,JP-UB0893,letters-context,Thümmel Moritz August von,Wagner Johann Ernst,1808-12-26,1808,12,1804,ThümmelMoritzAugustvon,WagnerJohannErnst
ub0093,RichterCaroline+RichterJohann_OsmundEmanuel_1809-01-04.xml,JP-UB0093,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1809-01-04,1809,1,1809,RichterCarolineANDJeanPaul,OsmundEmanuel
ub1066,SchuetzeStephan_WagnerJohann_1809-01-05.xml,JP-UB1066,letters-context,Schütze Stephan,Wagner Johann Ernst,1809-01-05,1809,1,1809,SchützeStephan,WagnerJohannErnst
ub0597,SchwendlerAuguste_OsmundEmanuel_1809-01-05.xml,JP-UB0597,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1809-01-05,1809,1,1809,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub0177,Uthe-SpazierWilhelmine_FalkJohannes_1809-01-07.xml,JP-UB0177,letters-context,Uthe-Spazier Wilhelmine,Falk Johannes Daniel,1809-01-07,1809,1,1809,UtheSpazierWilhelmine,FalkJohannesDaniel
ub1067,WagnerJohann_MuellerFriedrich_1809-01-09.xml,JP-UB1067,letters-context,Wagner Johann Ernst,Müller Friedrich Theodor Adam Heinrich von,1809-01-09,1809,1,1809,WagnerJohannErnst,MüllerFriedrichTheodorAdamHeinrichvon
ub0013,OttoGeorg_Industrie-Comptoir_1809-01-10.xml,JP-UB0013,letters-context,Otto Georg Christian,Industrie-Comptoir ,1809-01-10,1809,1,1809,OttoGeorgChristian,IndustrieComptoir
ub1297,OsmundEmanuel_GoldschmidtCaroline_1809-01-12.xml,JP-UB1297,letters-context,Osmund Emanuel,Goldschmidt Caroline,1809-01-12,1809,1,1809,OsmundEmanuel,GoldschmidtCaroline
ub0755,OsmundEmanuel_SchwendlerAuguste_1809-01-12.xml,JP-UB0755,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1809-01-12,1809,1,1809,OsmundEmanuel,SchwendlerAugusteSophieHenriette
ub0309,OsmundEmanuel_MuetzschefahlAntonie_1809-01-14.xml,JP-UB0309,letters-context,Osmund Emanuel,Mützschefahl Antonie von,1809-01-14,1809,1,1809,OsmundEmanuel,MützschefahlAntonievon
